code,target,interest,maturity,payment,status,id,income,age,scaleofcompany,education,marriage,workingtime,estate,houseloan,car,carloan,creditscore,application,pastsuccess,pastdefault,creditcertificate,creditreport,identitycertificate,jobcertificate,incomecertificate,estatecertificate,carcertificate,marriagecertificate,educertificate,techcertificate,mobilecertificate,weibocertificate
159,10000 ,0.11 ,6,1720 ,1,743680,2000-5000,53,100-500,highschool,widow,above 5 years,1,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,30000 ,0.15 ,24,1452 ,1,746743,2000-5000,22,10-100,junior college,single,1-3 years,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,20000 ,0.18 ,12,1832 ,1,697833,2000-5000,28,above500,undergraduate,single,3-5 years,0,0,0,0,80,4,1,0,0,1,1,1,1,0,0,0,0,0,0,0
162,5000 ,0.24 ,12,473 ,1,742893,2000-5000,23,less10,highschool,married,1-3 years,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,200000 ,0.15 ,24,9680 ,1,746734,2000-5000,32,100-500,undergraduate,divorced,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,3000 ,0.15 ,12,271 ,1,746717,5000-10000,39,less10,highschool,married,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,5000 ,0.24 ,12,473 ,1,746800,--,24,--,--,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,250000 ,0.15 ,12,22550 ,1,746726,20000-50000,37,10-100,highschool,married,3-5 years,0,0,0,1,20,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
167,40000 ,0.15 ,18,2496 ,1,746798,2000-5000,30,--,undergraduate,single,1-3 years,1,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,120000 ,0.15 ,24,5808 ,1,713646,2000-5000,37,10-100,junior college,married,above 5 years,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,30000 ,0.15 ,12,2706 ,1,201243,2000-5000,27,less10,highschool,married,above 5 years,1,0,0,0,20,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
170,10000 ,0.15 ,24,484 ,1,746846,5000-10000,26,10-100,highschool,single,1-3 years,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,70000 ,0.11 ,6,12040 ,1,704724,2000-5000,23,above500,highschool,single,1-3 years,1,0,0,0,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
172,60000 ,0.15 ,24,2904 ,1,718634,2000-5000,29,above500,junior college,single,3-5 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,50000 ,0.15 ,24,2420 ,1,746861,--,37,--,--,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,50000 ,0.15 ,24,2420 ,1,231536,2000-5000,29,above500,highschool,divorced,3-5 years,1,0,0,0,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
175,38100 ,0.12 ,18,2324 ,0,746903,2000-5000,37,10-100,junior college,married,below 1 year,1,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
176,10000 ,0.15 ,12,902 ,1,737061,2000-5000,27,100-500,junior college,single,1-3 years,0,0,0,0,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
177,20000 ,0.16 ,12,1816 ,1,746878,1001-2000,39,--,junior college,widow,below 1 year,1,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,3000 ,0.11 ,6,516 ,1,746898,1001-2000,25,10-100,highschool,married,below 1 year,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,15000 ,0.22 ,12,1404 ,1,665064,5000-10000,26,10-100,junior college,single,1-3 years,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,40000 ,0.13 ,24,1896 ,0,248197,2000-5000,24,10-100,junior college,married,1-3 years,0,0,0,0,146,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0
181,5000 ,0.10 ,3,1695 ,1,499891,10000-20000,27,10-100,highschool,married,1-3 years,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,86100 ,0.13 ,36,2910 ,0,746975,5000-10000,45,less10,master,married,below 1 year,1,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
183,129000 ,0.13 ,36,4360 ,0,746976,2000-5000,29,less10,highschool,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
184,10000 ,0.15 ,18,624 ,1,739318,2000-5000,26,10-100,highschool,single,below 1 year,0,0,0,0,20,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
185,5000 ,0.16 ,3,1711 ,1,252540,2000-5000,26,10-100,junior college,single,1-3 years,0,0,0,0,20,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
186,50000 ,0.15 ,24,2420 ,1,100256,2000-5000,24,10-100,highschool,married,3-5 years,1,0,0,0,20,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
187,20000 ,0.15 ,24,968 ,1,249046,2000-5000,26,10-100,junior college,married,1-3 years,1,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,500000 ,0.15 ,24,24200 ,1,694678,2000-5000,24,above500,junior college,single,3-5 years,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,20000 ,0.10 ,8,2588 ,0,747001,10000-20000,43,10-100,junior college,married,1-3 years,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
190,20000 ,0.12 ,18,1220 ,0,747000,20000-50000,25,10-100,undergraduate,married,1-3 years,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
191,30000 ,0.12 ,9,3504 ,1,163939,20000-50000,36,10-100,highschool,married,above 5 years,0,0,0,0,104,6,3,4,0,1,1,1,1,0,0,0,0,0,0,0
192,30000 ,0.16 ,12,2724 ,1,30139,2000-5000,32,100-500,highschool,single,1-3 years,0,0,0,0,80,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0
193,5000 ,0.18 ,12,458 ,1,674589,5000-10000,28,less10,junior college,single,below 1 year,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,60000 ,0.15 ,24,2904 ,1,389671,10000-20000,25,10-100,junior college,married,1-3 years,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,30000 ,0.15 ,24,1452 ,1,746980,2000-5000,22,above500,highschool,married,1-3 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,10000 ,0.15 ,18,624 ,1,739318,2000-5000,26,10-100,highschool,single,below 1 year,0,0,0,0,20,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
197,50000 ,0.15 ,24,2420 ,1,716236,5000-10000,28,10-100,highschool,married,1-3 years,0,0,0,0,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
198,20000 ,0.11 ,6,3440 ,1,747038,--,22,--,highschool,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,200000 ,0.15 ,12,18040 ,1,569720,5000-10000,27,less10,junior college,single,3-5 years,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,10000 ,0.10 ,3,3390 ,1,655266,5000-10000,27,10-100,highschool,married,1-3 years,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,100000 ,0.15 ,12,9020 ,1,742754,20000-50000,41,10-100,junior college,married,1-3 years,1,1,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,46700 ,0.13 ,36,1578 ,0,747073,2000-5000,36,less10,junior college,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
203,101500 ,0.12 ,18,6192 ,0,747074,above 50000,27,10-100,junior college,married,below 1 year,1,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
204,45700 ,0.12 ,18,2788 ,0,747075,5000-10000,43,10-100,undergraduate,married,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
205,40600 ,0.13 ,36,1372 ,0,747076,2000-5000,46,less10,undergraduate,married,below 1 year,1,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
206,41500 ,0.13 ,24,1967 ,0,747078,5000-10000,32,less10,highschool,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
207,28300 ,0.13 ,36,957 ,0,747080,2000-5000,25,less10,undergraduate,married,below 1 year,1,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
208,27600 ,0.13 ,24,1308 ,0,747081,2000-5000,47,less10,undergraduate,divorced,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
209,115100 ,0.13 ,36,3890 ,0,747082,5000-10000,30,less10,junior college,divorced,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
210,62200 ,0.13 ,36,2102 ,0,747083,2000-5000,23,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
211,28300 ,0.13 ,36,957 ,0,747085,5000-10000,28,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
212,46700 ,0.13 ,36,1578 ,0,747086,5000-10000,35,10-100,junior college,married,below 1 year,1,1,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
213,77800 ,0.13 ,36,2630 ,0,747087,5000-10000,24,less10,junior college,married,below 1 year,1,1,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
214,155500 ,0.13 ,36,5256 ,0,747088,20000-50000,26,10-100,undergraduate,married,below 1 year,1,1,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
215,93400 ,0.13 ,36,3157 ,0,747089,5000-10000,38,less10,highschool,divorced,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
216,30000 ,0.15 ,18,1872 ,1,535348,5000-10000,25,10-100,undergraduate,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,46700 ,0.13 ,36,1578 ,0,747090,2000-5000,58,less10,undergraduate,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
218,27600 ,0.13 ,24,1308 ,0,747092,5000-10000,38,less10,highschool,married,below 1 year,1,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
219,27600 ,0.13 ,24,1308 ,0,747093,5000-10000,25,less10,highschool,single,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
220,93400 ,0.13 ,36,3157 ,0,747094,5000-10000,32,less10,undergraduate,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
221,59600 ,0.12 ,18,3636 ,0,747096,5000-10000,34,less10,junior college,married,below 1 year,0,0,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
222,88800 ,0.12 ,18,5417 ,0,747097,20000-50000,36,10-100,undergraduate,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
223,27600 ,0.13 ,24,1308 ,0,747098,2000-5000,50,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
224,100000 ,0.15 ,24,4840 ,1,747099,--,31,--,undergraduate,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,20000 ,0.15 ,12,1804 ,1,745827,--,25,10-100,highschool,single,3-5 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,3000 ,0.15 ,12,271 ,1,674711,5000-10000,26,100-500,highschool,single,below 1 year,0,0,0,0,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
227,5000 ,0.11 ,6,860 ,1,406967,5000-10000,28,10-100,undergraduate,single,3-5 years,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,200000 ,0.12 ,18,12200 ,0,747120,10000-20000,46,10-100,junior college,married,1-3 years,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
229,150000 ,0.12 ,18,9150 ,0,747121,20000-50000,52,10-100,undergraduate,married,1-3 years,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
230,50000 ,0.15 ,24,2420 ,1,744893,--,41,--,--,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,40000 ,0.15 ,12,3608 ,1,723645,10000-20000,28,10-100,junior college,single,above 5 years,1,1,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,49200 ,0.13 ,36,1663 ,0,747139,2000-5000,49,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
233,63400 ,0.12 ,18,3867 ,0,747140,above 50000,54,10-100,highschool,married,below 1 year,1,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
234,27600 ,0.13 ,24,1308 ,0,747141,2000-5000,25,less10,highschool,single,below 1 year,1,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
235,49200 ,0.13 ,36,1663 ,0,747142,5000-10000,27,less10,highschool,married,below 1 year,1,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
236,46700 ,0.13 ,36,1578 ,0,747144,10000-20000,29,less10,undergraduate,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
237,59600 ,0.12 ,18,3636 ,0,747145,10000-20000,33,less10,highschool,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
238,93400 ,0.13 ,36,3157 ,0,747146,5000-10000,42,10-100,junior college,married,below 1 year,1,1,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
239,73800 ,0.13 ,36,2494 ,0,747147,5000-10000,46,less10,highschool,married,below 1 year,1,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
240,79900 ,0.12 ,18,4874 ,0,747148,10000-20000,33,less10,highschool,married,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
241,46700 ,0.13 ,36,1578 ,0,747149,2000-5000,49,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
242,8000 ,0.15 ,12,722 ,0,742318,10000-20000,27,less10,highschool,married,1-3 years,0,0,0,0,80,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0
243,300000 ,0.15 ,24,14520 ,1,747160,10000-20000,30,10-100,junior college,single,above 5 years,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,30000 ,0.11 ,6,5160 ,1,197212,5000-10000,31,10-100,undergraduate,widow,below 1 year,0,0,0,0,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
245,60000 ,0.18 ,24,3000 ,1,725629,2000-5000,26,10-100,undergraduate,single,1-3 years,0,0,0,0,20,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0
246,50000 ,0.15 ,24,2420 ,1,745226,2000-5000,36,above500,highschool,married,above 5 years,1,0,0,0,80,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0
247,4000 ,0.15 ,12,361 ,1,723218,--,26,--,--,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,51300 ,0.13 ,36,1734 ,0,747199,5000-10000,47,less10,highschool,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
249,55300 ,0.13 ,24,2621 ,0,747200,5000-10000,32,less10,junior college,married,below 1 year,0,0,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
250,78600 ,0.12 ,18,4795 ,0,747201,10000-20000,48,10-100,highschool,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
251,93400 ,0.13 ,36,3157 ,0,747202,2000-5000,51,less10,junior college,divorced,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
252,50700 ,0.12 ,18,3093 ,0,747203,20000-50000,49,less10,highschool,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
253,93400 ,0.13 ,36,3157 ,0,747204,5000-10000,44,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
254,63400 ,0.12 ,18,3867 ,0,747206,20000-50000,37,less10,junior college,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
255,30400 ,0.13 ,24,1441 ,0,747207,2000-5000,33,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
256,77800 ,0.13 ,36,2630 ,0,747208,20000-50000,30,less10,undergraduate,divorced,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
257,27600 ,0.13 ,24,1308 ,0,747209,2000-5000,29,less10,undergraduate,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
258,36900 ,0.13 ,36,1247 ,0,747210,5000-10000,34,less10,undergraduate,single,below 1 year,0,0,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
259,93400 ,0.13 ,36,3157 ,0,747211,10000-20000,32,less10,highschool,single,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
260,93400 ,0.13 ,36,3157 ,0,747213,20000-50000,37,less10,undergraduate,divorced,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
261,50700 ,0.12 ,18,3093 ,0,747214,20000-50000,44,10-100,junior college,married,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
262,98400 ,0.13 ,36,3326 ,0,747215,5000-10000,47,less10,junior college,married,below 1 year,1,0,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
263,76100 ,0.12 ,18,4642 ,0,747216,20000-50000,30,10-100,highschool,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
264,46700 ,0.13 ,36,1578 ,0,246062,5000-10000,37,less10,highschool,divorced,below 1 year,1,1,1,1,145,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0
265,46700 ,0.13 ,36,1578 ,0,747217,2000-5000,55,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
266,10000 ,0.15 ,24,484 ,1,734873,1001-2000,26,10-100,junior college,divorced,above 5 years,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,10000 ,0.15 ,12,902 ,1,734873,1001-2000,26,10-100,junior college,divorced,above 5 years,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,20000 ,0.15 ,24,968 ,1,576024,5000-10000,26,less10,junior college,single,1-3 years,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,50000 ,0.15 ,24,2420 ,1,747195,10000-20000,26,less10,highschool,single,3-5 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,10000 ,0.12 ,9,1168 ,0,646653,2000-5000,35,100-500,undergraduate,married,above 5 years,0,0,0,0,80,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0
271,500000 ,0.15 ,24,24200 ,1,743424,2000-5000,37,100-500,undergraduate,married,3-5 years,1,1,0,0,80,3,1,0,0,1,1,1,1,0,0,0,0,0,0,0
272,500000 ,0.15 ,24,24200 ,1,746133,20000-50000,33,100-500,undergraduate,single,above 5 years,1,1,0,0,20,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
273,50000 ,0.20 ,18,3240 ,1,730697,10000-20000,25,10-100,undergraduate,single,3-5 years,1,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,100000 ,0.15 ,18,6240 ,1,747197,5000-10000,35,less10,junior college,married,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,30000 ,0.15 ,24,1452 ,1,747244,2000-5000,26,above500,highschool,single,below 1 year,1,0,0,0,30,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
276,200000 ,0.15 ,24,9680 ,1,747264,10000-20000,28,less10,highschool,single,below 1 year,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,50000 ,0.15 ,24,2420 ,1,741469,2000-5000,27,10-100,highschool,single,below 1 year,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,40000 ,0.15 ,24,1936 ,1,725629,2000-5000,26,10-100,undergraduate,single,1-3 years,0,0,0,0,20,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0
279,5000 ,0.24 ,3,1734 ,1,747253,2000-5000,27,--,highschool,married,3-5 years,1,0,0,0,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
280,50000 ,0.10 ,3,16950 ,1,646870,10000-20000,29,10-100,junior college,married,1-3 years,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,250000 ,0.15 ,24,12100 ,1,132362,above 50000,36,10-100,junior college,married,above 5 years,1,0,0,1,117,7,3,1,0,1,1,1,1,0,0,0,0,0,0,0
282,500000 ,0.15 ,24,24200 ,1,747262,20000-50000,47,10-100,undergraduate,divorced,1-3 years,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,5000 ,0.18 ,9,598 ,1,747274,5000-10000,25,--,highschool,single,1-3 years,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,150000 ,0.15 ,24,7260 ,1,642812,10000-20000,22,10-100,highschool,single,1-3 years,0,0,0,1,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
285,200000 ,0.16 ,24,9800 ,1,377059,20000-50000,33,10-100,junior college,married,1-3 years,1,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,200000 ,0.15 ,24,9680 ,1,747286,--,35,--,junior college,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,30000 ,0.20 ,12,2778 ,1,705500,5000-10000,22,100-500,undergraduate,single,1-3 years,0,0,0,0,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
288,15000 ,0.15 ,12,1353 ,0,136451,2000-5000,30,10-100,undergraduate,single,3-5 years,1,0,0,0,90,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0
289,200000 ,0.24 ,24,10560 ,1,730858,above 50000,47,10-100,junior college,married,above 5 years,1,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,200000 ,0.15 ,24,9680 ,1,747298,10000-20000,50,10-100,undergraduate,married,1-3 years,1,0,0,0,20,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
291,150000 ,0.15 ,12,13530 ,1,747293,20000-50000,28,--,highschool,married,above 5 years,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,20000 ,0.15 ,12,1804 ,1,747313,20000-50000,30,less10,junior college,married,1-3 years,1,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,3000 ,0.15 ,3,1025 ,1,695108,2000-5000,33,--,highschool,married,below 1 year,0,0,0,0,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,30000 ,0.15 ,12,2706 ,1,201243,2000-5000,27,less10,highschool,married,above 5 years,1,0,0,0,20,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
295,30000 ,0.15 ,18,1872 ,1,257450,5000-10000,30,above500,junior college,married,above 5 years,1,0,0,0,80,3,1,0,0,1,1,1,1,0,0,0,0,0,0,0
296,50000 ,0.15 ,12,4510 ,1,721378,10000-20000,28,less10,junior college,single,1-3 years,1,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,30000 ,0.12 ,9,3504 ,1,148768,5000-10000,50,10-100,highschool,married,1-3 years,1,1,0,0,114,11,5,0,0,1,1,1,1,1,0,0,0,0,0,0
298,6000 ,0.12 ,9,701 ,1,741143,1001-2000,29,above500,highschool,single,1-3 years,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,80000 ,0.15 ,12,7216 ,1,70092,5000-10000,47,10-100,junior college,married,above 5 years,1,1,0,0,103,5,4,0,0,1,1,1,1,0,0,0,0,0,0,0
300,10000 ,0.15 ,12,902 ,1,743911,--,28,--,undergraduate,married,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,20000 ,0.15 ,24,968 ,1,285774,2000-5000,27,above500,junior college,single,1-3 years,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,5000 ,0.13 ,9,586 ,1,692091,5000-10000,24,--,highschool,single,1-3 years,0,0,0,0,20,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0
303,500000 ,0.15 ,24,24200 ,1,747254,above 50000,51,10-100,junior college,married,1-3 years,1,0,0,0,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
304,100000 ,0.15 ,24,4840 ,1,527767,above 50000,33,10-100,undergraduate,married,1-3 years,1,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,10000 ,0.15 ,12,902 ,1,745477,5000-10000,22,above500,junior college,single,1-3 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,46700 ,0.13 ,36,1578 ,0,747381,2000-5000,32,less10,highschool,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
307,27600 ,0.13 ,24,1308 ,0,747382,2000-5000,23,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
308,76100 ,0.12 ,18,4642 ,0,747384,above 50000,47,10-100,junior college,married,below 1 year,0,0,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
309,27600 ,0.13 ,24,1308 ,0,747385,5000-10000,48,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
310,93400 ,0.13 ,36,3157 ,0,747386,5000-10000,42,less10,highschool,divorced,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
311,55400 ,0.13 ,36,1873 ,0,747387,10000-20000,52,less10,undergraduate,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
312,93400 ,0.13 ,36,3157 ,0,747388,10000-20000,46,less10,highschool,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
313,124500 ,0.13 ,36,4208 ,0,747389,5000-10000,40,less10,undergraduate,married,below 1 year,1,1,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
314,41500 ,0.13 ,24,1967 ,0,747390,2000-5000,48,less10,undergraduate,married,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
315,3000 ,0.10 ,3,1017 ,1,740238,5000-10000,44,above500,undergraduate,married,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
